"code","description","code_type"
"87113020","MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 250 CC BUT NOT EXCEEDING 500 CC : MOTOR-CYCLES","l10n_in_hsn"
"87113090","MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 250 CC BUT NOT EXCEEDING 500 CC : OTHER","l10n_in_hsn"
"87114010","MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 500 CC BUT NOT EXCEEDING 800 CC : MOTOR-CYCLES","l10n_in_hsn"
"87114090","MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 500 CC BUT NOT EXCEEDING 800 CC : OTHER","l10n_in_hsn"
"87116010","Motor cycles","l10n_in_hsn"
"87116020","Scooters","l10n_in_hsn"
"87116030","Mopeds","l10n_in_hsn"
"87116090","Others","l10n_in_hsn"
"87119010","MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; OTHER : SIDE-CARS","l10n_in_hsn"
"87119090","Other","l10n_in_hsn"
"87119091","MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; OTHER : OTHER : ELECTRICALLY OPERATED","l10n_in_hsn"
"87119099","MOTORCYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; OTHER : OTHER : OTHER","l10n_in_hsn"
"87120010","BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORISED BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORISED BICYCLES","l10n_in_hsn"
"87120090","BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORISED BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORIZED OTHER","l10n_in_hsn"
"87131010","CARRIAGES FOR DISABLED PERSONS, WHETHER OR NOT MOTORISED OR OTHERWISE MECHANICALLY PROPELLED NOT MECHANICALLY PROPELLED WHEEL CHAIRS FOR INVALID","l10n_in_hsn"
"87131090","CARRIAGES FOR DISABLED PERSONS, WHETHER OR NOT MOTORISED OR OTHERWISE MECHANICALLY PROPELLED NOT MECHANICALLY PROPELLED OTHER","l10n_in_hsn"
"87139010","CARRIAGES FOR DISABLED PERSONS, WHETHER OR NOT MOTORISED OR OTHERWISE MECHANICALLY PROPELLED OTHER WHEEL CHAIRS FOR INVALID","l10n_in_hsn"
"87139090","CARRIAGES FOR DISABLED PERSONS, WHETHER OR NOT MOTORISED OR OTHERWISE MECHANICALLY PROPELLED OTHER OTHER","l10n_in_hsn"
"87141010","SADDLES","l10n_in_hsn"
"87141090","OTHER","l10n_in_hsn"
"87142010","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 OF CARRIAGES FOR DISABLED PERSONS MECHANICALLY PROPELLED","l10n_in_hsn"
"87142020","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 OF CARRIAGES FOR DISABLED PERSONS NON-MECHANICALLY PROPELLED","l10n_in_hsn"
"87142090","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 OF CARRIAGES FOR DISABLED PERSONS OTHER","l10n_in_hsn"
"87149210","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 WHEEL RIMS AND SPOKES : BICYCLE RIMS","l10n_in_hsn"
"87149220","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 WHEEL RIMS AND SPOKES BICYCLE SPOKES","l10n_in_hsn"
"87149290","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 WHEEL RIMS AND SPOKES OTHER","l10n_in_hsn"
"87149310","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 HUBS, OTHER THAN COASTER BRAKING HUBS AND HUB BRAKES, AND FREE-WHEEL SPROCKET-WHEELS : BICYCLE HUBS","l10n_in_hsn"
"87149320","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 HUBS, OTHER THAN COASTER BRAKING HUBS AND HUB BRAKES, AND FREE-WHEEL SPROCKET-WHEELS : BICYCLE FREE-WHEELS","l10n_in_hsn"
"87149390","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 HUBS, OTHER THAN COASTER BRAKING HUBS AND HUB BRAKES, AND FREE-WHEEL SPROCKET-WHEELS : OTHER","l10n_in_hsn"
"87149510","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 SADDLES : BICYCLE SADDLES","l10n_in_hsn"
"87149590","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 SADDLES OTHER","l10n_in_hsn"
"87149910","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 OTHER : BICYCLE CHAINS","l10n_in_hsn"
"87149920","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 OTHER BICYCLE WHEELS","l10n_in_hsn"
"87149990","PARTS AND ACCESSORIES OF VEHICLES OF HEADINGS 8711TO 8713 OTHER OTHER","l10n_in_hsn"
"87150010","BABY CARRIAGES AND PARTS THEREOF BABY CARRIAGES AND PARTS THEREOF: BABY CARRIAGES","l10n_in_hsn"
"87150020","BABY CARRIAGES AND PARTS THEREOF BABY CARRIAGES AND PARTS THEREOF PARTS","l10n_in_hsn"
"87168010","TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF OTHER VEHICLES HAND PROPELLED VEHICLES (E.G. HAND CARTS, RICKSHAWS AND THE LIKE)","l10n_in_hsn"
"87168020","TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF OTHER VEHICLES ANIMAL DRAWN VEHICLES","l10n_in_hsn"
"87168090","TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF OTHER VEHICLES OTHER","l10n_in_hsn"
"87169010","TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF PARTS : PARTS AND ACCESSORIES OF TRAILERS","l10n_in_hsn"
"87169090","TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF PARTS OTHER","l10n_in_hsn"
"88010010","BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT -BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT:--- GLIDERS AND HANG GLIDERS","l10n_in_hsn"
"88010020","BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT-BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT: --BALLOONS","l10n_in_hsn"
"88010090","BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT-BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT:---OTHER","l10n_in_hsn"
"88019010","BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT - OTHER: BALLOONS","l10n_in_hsn"
"88019090","BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT - OTHER: OTHER","l10n_in_hsn"
"88040010","PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES AND PARAGLIDERS) AND ROTOCHUTES; PARTS THEREOF AND ACCESSORIES THERETO - PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES AND PARAGLIDERS) AND ROTOCHUTES; PARTS THEREOF AND ACCESSORIES THERETO: PARACHUTES (INCLUDING D...","l10n_in_hsn"
"88040020","PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES AND PARAGLIDERS) AND ROTOCHUTES; PARTS THEREOF AND ACCESSORIES THERETO - PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES AND PARAGLIDERS) AND ROTOCHUTES; PARTS THEREOF AND ACCESSORIES THERETO: ROTOCHUTES; PARTS AND A...","l10n_in_hsn"
"88051010","AIRCRAFT LAUNCHING GEAR; DECK-ARRESTOR OR SIMILAR GEAR; GROUND FLYING TRAINERS; PARTS OF THE FOREGOING ARTICLES - AIRCRAFT LAUNCHING GEAR AND PARTS THEREOF; DECK ARRESTOR OR SIMILAR GEAR AND PARTS THEREOF: AIRCRAFT LAUNCHING GEAR","l10n_in_hsn"
"88051020","AIRCRAFT LAUNCHING GEAR; DECK-ARRESTOR OR SIMILAR GEAR; GROUND FLYING TRAINERS; PARTS OF THE FOREGOING ARTICLES - AIRCRAFT LAUNCHING GEAR AND PARTS THEREOF; DECK ARRESTOR OR SIMILAR GEAR AND PARTS THEREOF: DECK ARRESTOR OR SIMILAR GEAR","l10n_in_hsn"
"88051030","AIRCRAFT LAUNCHING GEAR; DECK-ARRESTOR OR SIMILAR GEAR; GROUND FLYING TRAINERS; PARTS OF THE FOREGOING ARTICLES - AIRCRAFT LAUNCHING GEAR AND PARTS THEREOF; DECK ARRESTOR OR SIMILAR GEAR AND PARTS THEREOF: PART OF AIRCRAFT LAUNCHING GEAR AND DECK-ARRESTO...","l10n_in_hsn"
"89011010","CRUISE SHIPS, EXCURSION BOATS , FERRY-BOATS, CARGO SHIPS, BARGES AND SIMILAR VESSELS FOR THE TRANSPORT OF PERSONS OR GOODS - CRUISE SHIPS, EXCURSION BOATS AND SIMILAR VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS; FERRY-BOATS OF ALL KINDS: SH...","l10n_in_hsn"
"89011020","CRUISE SHIPS, EXCURSION BOATS , FERRY-BOATS, CARGO SHIPS, BARGES AND SIMILAR VESSELS FOR THE TRANSPORT OF PERSONS OR GOODS - CRUISE SHIPS, EXCURSION BOATS AND SIMILAR VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS; FERRY-BOATS OF ALL KINDS: LA...","l10n_in_hsn"
"89011030","CRUISE SHIPS, EXCURSION BOATS , FERRY-BOATS, CARGO SHIPS, BARGES AND SIMILAR VESSELS FOR THE TRANSPORT OF PERSONS OR GOODS - CRUISE SHIPS, EXCURSION BOATS AND SIMILAR VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS; FERRY-BOATS OF ALL KINDS: BO...","l10n_in_hsn"
"89011040","CRUISE SHIPS, EXCURSION BOATS , FERRY-BOATS, CARGO SHIPS, BARGES AND SIMILAR VESSELS FOR THE TRANSPORT OF PERSONS OR GOODS - CRUISE SHIPS, EXCURSION BOATS AND SIMILAR VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS; FERRY-BOATS OF ALL KINDS: BA...","l10n_in_hsn"
"89011090","CRUISE SHIPS, EXCURSION BOATS , FERRY-BOATS, CARGO SHIPS, BARGES AND SIMILAR VESSELS FOR THE TRANSPORT OF PERSONS OR GOODS - CRUISE SHIPS, EXCURSION BOATS AND SIMILAR VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS; FERRY-BOATS OF ALL KINDS: OT...","l10n_in_hsn"
"89020010","FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS 8902 00 - FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS : TRAWLERS AND OTHER FISHING VESSELS","l10n_in_hsn"
"89020090","FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS 8902 00 - FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS : OTHER","l10n_in_hsn"
"89039910","YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROWING BOATS AND CANOES - OTHER : - OTHER : CANOES","l10n_in_hsn"
"89039990","YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROWING BOATS AND CANOES - OTHER : - OTHER : OTHER","l10n_in_hsn"
"89059010","LIGHT-VESSELS, FIRE-FLOATS, DREDGERS, FLOATING CRANES, AND OTHER VESSELS THE NAVIGABILITY OF WHICH IS SUBSIDIARY TO THEIR MAIN FUNCTION; FLOATING DOCKS; FLOATING OR SUBMERSIBLE DRILLING OR PRODUCTION PLATFORMS - OTHER : FLOATING DOCKS","l10n_in_hsn"
"89059090","LIGHT-VESSELS, FIRE-FLOATS, DREDGERS, FLOATING CRANES, AND OTHER VESSELS THE NAVIGABILITY OF WHICH IS SUBSIDIARY TO THEIR MAIN FUNCTION; FLOATING DOCKS; FLOATING OR SUBMERSIBLE DRILLING OR PRODUCTION PLATFORMS - OTHER : OTHER","l10n_in_hsn"
"90014010","OPTICAL FIBRES AND OPTICAL FIBRE BUNDLES; OPTICAL FIBRE CABLES OTHER THAN THOSE OF HEADING 8544; SHEETS AND PLATES OF POLARISING MATERIAL; LENSES (INCLUDING CONTACT LENSES), PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, UNMOUNTED, OTHER TH...","l10n_in_hsn"
"90014090","OPTICAL FIBRES AND OPTICAL FIBRE BUNDLES; OPTICAL FIBRE CABLES OTHER THAN THOSE OF HEADING 8544; SHEETS AND PLATES OF POLARISING MATERIAL; LENSES (INCLUDING CONTACT LENSES), PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, UNMOUNTED, OTHER TH...","l10n_in_hsn"
"90019010","OPTICAL FIBRES AND OPTICAL FIBRE BUNDLES; OPTICAL FIBRE CABLES OTHER THAN THOSE OF HEADING 8544; SHEETS AND PLATES OF POLARISING MATERIAL; LENSES (INCLUDING CONTACT LENSES), PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, UNMOUNTED, OTHER TH...","l10n_in_hsn"
"90019090","OPTICAL FIBRES AND OPTICAL FIBRE BUNDLES; OPTICAL FIBRE CABLES OTHER THAN THOSE OF HEADING 8544; SHEETS AND PLATES OF POLARISING MATERIAL; LENSES (INCLUDING CONTACT LENSES), PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, UNMOUNTED, OTHER TH...","l10n_in_hsn"
"90049010","SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE, PROTECTIVE OR OTHER - OTHER: PASSIVE NIGHT VISION GOGGLES","l10n_in_hsn"
"90049020","SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE, PROTECTIVE OR OTHER - OTHER: PRISMATIC EYEGLASSES FOR READING","l10n_in_hsn"
"90049090","SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE, PROTECTIVE OR OTHER - OTHER: OTHER","l10n_in_hsn"
"90058010","BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES, AND MOUNTINGS THEREFOR; OTHER ASTRONOMICAL INSTRUMENTS AND MOUNTINGS THEREFOR, BUT NOT INCLUDING INSTRUMENTS FOR RADIO-ASTRONOMY - OTHER INSTRUMENTS: MONOCULAR AND REFRACTING TELESCOPES","l10n_in_hsn"
"90058020","BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES, AND MOUNTINGS THEREFOR; OTHER ASTRONOMICAL INSTRUMENTS AND MOUNTINGS THEREFOR, BUT NOT INCLUDING INSTRUMENTS FOR RADIO-ASTRONOMY - OTHER INSTRUMENTS: ASTRONOMICAL INSTRUMENTS","l10n_in_hsn"
"90058090","BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES, AND MOUNTINGS THEREFOR; OTHER ASTRONOMICAL INSTRUMENTS AND MOUNTINGS THEREFOR, BUT NOT INCLUDING INSTRUMENTS FOR RADIO-ASTRONOMY - OTHER INSTRUMENTS: OTHER","l10n_in_hsn"
"90059010","BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES, AND MOUNTINGS THEREFOR; OTHER ASTRONOMICAL INSTRUMENTS AND MOUNTINGS THEREFOR, BUT NOT INCLUDING INSTRUMENTS FOR RADIO-ASTRONOMY PARTS AND ACCESSORIES (INCLUDING MOUNTINGS): OF BINOCULAR OR TELESCOPES OF ...","l10n_in_hsn"
"90059020","BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES, AND MOUNTINGS THEREFOR; OTHER ASTRONOMICAL INSTRUMENTS AND MOUNTINGS THEREFOR, BUT NOT INCLUDING INSTRUMENTS FOR RADIO-ASTRONOMY PARTS AND ACCESSORIES (INCLUDING MOUNTINGS): MOUNTINGS FOR ASTRONOMICAL INS...","l10n_in_hsn"
"90059090","BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES, AND MOUNTINGS THEREFOR; OTHER ASTRONOMICAL INSTRUMENTS AND MOUNTINGS THEREFOR, BUT NOT INCLUDING INSTRUMENTS FOR RADIO-ASTRONOMY PARTS AND ACCESSORIES (INCLUDING MOUNTINGS): OTHER","l10n_in_hsn"
"90065310","PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASH BULBS OTHER THAN DISCHARGE LAMPS OF HEADING 8539 - OTHER CAMERAS: - OTHER, FOR ROLL FILM OF A WIDTH OF 35 MM: FIXED FOCUS 35 MM CAMERAS","l10n_in_hsn"
"90065390","PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASH BULBS OTHER THAN DISCHARGE LAMPS OF HEADING 8539 - OTHER CAMERAS: - OTHER, FOR ROLL FILM OF A WIDTH OF 35 MM: OTHER","l10n_in_hsn"
"90065910","PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASH BULBS OTHER THAN DISCHARGE LAMPS OF HEADING 8539 - OTHER CAMERAS: - OTHER: FIXED FOCUS 110 MM CAMERAS","l10n_in_hsn"
"90065990","PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASH BULBS OTHER THAN DISCHARGE LAMPS OF HEADING 8539 - OTHER CAMERAS: - OTHER: OTHER","l10n_in_hsn"
"90071010","FOR FILM OF LESS THAN 16 MM WIDTH OR FOR DOUBLE- 8 MM FILM","l10n_in_hsn"
"90071090","OTHER","l10n_in_hsn"
"90072010","CINEMATOGRAPHIC CAMERAS AND PROJECTORS, WHETHER OR NOT INCORPORATING SOUND RECORDING OR REPRODUCING APPARATUS - PROJECTORS: FOR FILM OF LESS THAN 16 MM WIDTH","l10n_in_hsn"
"90072090","CINEMATOGRAPHIC CAMERAS AND PROJECTORS, WHETHER OR NOT INCORPORATING SOUND RECORDING OR REPRODUCING APPARATUS - PROJECTORS: OTHER","l10n_in_hsn"
"90085010","SLIDE PROJECTORS","l10n_in_hsn"
"90085020","MICROFILM, MICROFICHE OR OTHER MICROFORM READERS, WHETHER OR NOT CAPABLE OF PRODUCING COPIES","l10n_in_hsn"
"90085030","OTHER IMAGE PROJECTORS","l10n_in_hsn"
"90085040","PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) ENLARGERS AND REDUCERS","l10n_in_hsn"
"90121010","MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; DIFFRACTION APPARATUS - MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; DIFFRACTION APPARATUS: ELECTRON MICROSCOPES FITTED WITH EQUIPMENT SPECIFICALLY DESIGNED FOR THE HANDLING AND TRANSPORT OF SEMICONDUCTOR WAFERS...","l10n_in_hsn"
"90121090","MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; DIFFRACTION APPARATUS - MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; DIFFRACTION APPARATUS: OTHER","l10n_in_hsn"
"90131010","LIQUID CRYSTAL DEVICES NOT CONSTITUTING ARTICLES PROVIDED FOR MORE SPECIFICALLY IN OTHER HEADINGS; LASERS, OTHER THAN LASER DIODES; OTHER OPTICAL APPLIANCES AND INSTRUMENTS, NOT SPECIFIED OR INCLUDED ELSE WHERE IN THIS CHAPTER - TELESCOPIC SIGHTS FOR FIT...","l10n_in_hsn"
"90131020","LIQUID CRYSTAL DEVICES NOT CONSTITUTING ARTICLES PROVIDED FOR MORE SPECIFICALLY IN OTHER HEADINGS; LASERS, OTHER THAN LASER DIODES; OTHER OPTICAL APPLIANCES AND INSTRUMENTS, NOT SPECIFIED OR INCLUDED ELSE WHERE IN THIS CHAPTER - TELESCOPIC SIGHTS FOR FIT...","l10n_in_hsn"
"90131090","LIQUID CRYSTAL DEVICES NOT CONSTITUTING ARTICLES PROVIDED FOR MORE SPECIFICALLY IN OTHER HEADINGS; LASERS, OTHER THAN LASER DIODES; OTHER OPTICAL APPLIANCES AND INSTRUMENTS, NOT SPECIFIED OR INCLUDED ELSE WHERE IN THIS CHAPTER - TELESCOPIC SIGHTS FOR FIT...","l10n_in_hsn"
"90138010","LIQUID CRYSTAL DEVICES NOT CONSTITUTING ARTICLES PROVIDED FOR MORE SPECIFICALLY IN OTHER HEADINGS; LASERS, OTHER THAN LASER DIODES; OTHER OPTICAL APPLIANCES AND INSTRUMENTS, NOT SPECIFIED OR INCLUDED ELSE WHERE IN THIS CHAPTER - OTHER DEVICES, APPLIANCES...","l10n_in_hsn"
"90138090","LIQUID CRYSTAL DEVICES NOT CONSTITUTING ARTICLES PROVIDED FOR MORE SPECIFICALLY IN OTHER HEADINGS; LASERS, OTHER THAN LASER DIODES; OTHER OPTICAL APPLIANCES AND INSTRUMENTS, NOT SPECIFIED OR INCLUDED ELSE WHERE IN THIS CHAPTER - OTHER DEVICES, APPLIANCES...","l10n_in_hsn"
"90139010","LIQUID CRYSTAL DEVICES NOT CONSTITUTING ARTICLES PROVIDED FOR MORE SPECIFICALLY IN OTHER HEADINGS; LASERS, OTHER THAN LASER DIODES; OTHER OPTICAL APPLIANCES AND INSTRUMENTS, NOT SPECIFIED OR INCLUDED ELSE WHERE IN THIS CHAPTER - PARTS AND ACCESSORIES: FO...","l10n_in_hsn"
"90139090","LIQUID CRYSTAL DEVICES NOT CONSTITUTING ARTICLES PROVIDED FOR MORE SPECIFICALLY IN OTHER HEADINGS; LASERS, OTHER THAN LASER DIODES; OTHER OPTICAL APPLIANCES AND INSTRUMENTS, NOT SPECIFIED OR INCLUDED ELSE WHERE IN THIS CHAPTER - PARTS AND ACCESSORIES: OT...","l10n_in_hsn"
"90148010","DIRECTION FINDING COMPASSES; OTHER NAVIGATIONAL INSTRUMENTS AND APPLIANCES - OTHER INSTRUMENTS AND APPLIANCES: ECHO SOUNDING INSTRUMENT","l10n_in_hsn"
"90148020","DIRECTION FINDING COMPASSES; OTHER NAVIGATIONAL INSTRUMENTS AND APPLIANCES - OTHER INSTRUMENTS AND APPLIANCES: SEXTANTS","l10n_in_hsn"
"90148090","DIRECTION FINDING COMPASSES; OTHER NAVIGATIONAL INSTRUMENTS AND APPLIANCES - OTHER INSTRUMENTS AND APPLIANCES: OTHER","l10n_in_hsn"
"90153010","SURVEYING (INCLUDING PHOTOGRAMMETRICAL SURVEYING), HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS AND APPLIANCES, EXCLUDING COMPASSES; RANGEFINDERS - LEVELS: DUMPY LEVELS OR ENGINEER'S LEVELS OR BUILDERS LEVELS (NOT ...","l10n_in_hsn"
"90153090","SURVEYING (INCLUDING PHOTOGRAMMETRICAL SURVEYING), HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS AND APPLIANCES, EXCLUDING COMPASSES; RANGEFINDERS - LEVELS: OTHER","l10n_in_hsn"
"90158010","SURVEYING (INCLUDING PHOTOGRAMMETRICAL SURVEYING), HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS AND APPLIANCES, EXCLUDING COMPASSES; RANGEFINDERS - OTHER INSTRUMENTS AND APPLIANCES: HYDROGRAPHIC INSTRUMENTS","l10n_in_hsn"
"90158020","SURVEYING (INCLUDING PHOTOGRAMMETRICAL SURVEYING), HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS AND APPLIANCES, EXCLUDING COMPASSES; RANGEFINDERS - OTHER INSTRUMENTS AND APPLIANCES: METEOROLOGICAL INSTRUMENTS","l10n_in_hsn"
"90158030","SURVEYING (INCLUDING PHOTOGRAMMETRICAL SURVEYING), HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS AND APPLIANCES, EXCLUDING COMPASSES; RANGEFINDERS - OTHER INSTRUMENTS AND APPLIANCES: GEOPHYSICAL INSTRUMENTS","l10n_in_hsn"
"90158090","SURVEYING (INCLUDING PHOTOGRAMMETRICAL SURVEYING), HYDROGRAPHIC, OCEANOGRAPHIC, HYDROLOGICAL, METEOROLOGICAL OR GEOPHYSICAL INSTRUMENTS AND APPLIANCES, EXCLUDING COMPASSES; RANGEFINDERS - OTHER INSTRUMENTS AND APPLIANCES: OTHER","l10n_in_hsn"
"90160010","BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, WITH OR WITHOUT WEIGHTS - BALANCES OF A SENSITIVITY OF 5CG OR BETTER, WITH OR WITHOUT WEIGHTS: ELECTRIC BALANCES","l10n_in_hsn"
"90160020","BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, WITH OR WITHOUT WEIGHTS - BALANCES OF A SENSITIVITY OF 5CG OR BETTER, WITH OR WITHOUT WEIGHTS: OTHER BALANCES","l10n_in_hsn"
"90160090","BALANCES OF A SENSITIVITY OF 5 CG OR BETTER, WITH OR WITHOUT WEIGHTS - BALANCES OF A SENSITIVITY OF 5CG OR BETTER, WITH OR WITHOUT WEIGHTS: PARTS","l10n_in_hsn"
"90172010","DRAWING, MARKING-OUT OR MATHEMATICAL CALCULATING INSTRUMENTS (FOR EXAMPLE, DRAFTING MACHINES, PANTOGRAPHS, PROTRACTORS, DRAWING SETS, SLIDE RULES, DISC CALCULATORS); INSTRUMENTS FOR MEASURING LENGTH, FOR USE IN THE HAND (FOR EXAMPLE, MEASURING RODS AND T...","l10n_in_hsn"
